applicant_id,name,address,income,credit_score,debt_to_income,employment_years,loan_amount,existing_defaults,actual_outcome
198,Maria Garcia,"1731 Birch Way, Greenville, CA 26284",84573.03,574,0.49,8.5,68341.38,0,repaid
62,Liam Novak,"8427 Meadow Ave, Fairview, IL 64387",161082.33,821,0.43,12.5,37086.13,0,repaid
350,Alex Lopez,"1859 Cedar Dr, Georgetown, CO 83184",38280.31,811,,18.6,50385.45,2,defaulted
341,Emma Okafor,"7787 Lakeview St, Greenville, MA 49270",93156.66,615,0.27,7.8,65415.0,0,repaid
103,Aisha Kim,"8417 Harbor Ln, Salem, CA 96760",210233.86,484,0.69,10.3,-79998.15,0,repaid
372,Diego Martin,"9882 Lakeview St, Riverside, WA 75621",193482.09,599,0.21,19.5,78152.34,0,repaid
436,Maria Okafor,"1694 Willow Ln, Riverside, AZ 18383",114243.93,319,0.04,27.5,11312.48,0,repaid
392,Aisha Tanaka,"5285 Highland Ln, Arlington, AZ 56380",41860.45,359,0.57,21.9,39209.38,2,repaid
244,Grace Chen,"6375 Birch Dr, Arlington, AZ 72003",204985.63,,,16.9,43315.05,0,repaid
141,Lucas Müller,"3914 Maple St, Franklin, CO 71918",206604.79,,0.12,20.9,47359.61,0,repaid
409,Fatima Kowalski,"2986 Highland Dr, Fairview, AZ 24253",167873.41,379,0.75,21.4,48089.96,0,repaid
191,Nina Okafor,"2855 Harbor Dr, Arlington, MA 82053",117739.9,754,0.03,2.5,24075.1,0,repaid
29,Liam Chen,"827 Meadow Dr, Springfield, OR 80575",89137.42,,0.39,23.6,10136.02,2,repaid
274,  KENJI BROWN,"3950 Oak Dr, Greenville, AZ 68733",34973.05,,0.22,14.7,4977.71,2,repaid
336,Omar Andersson,"9716 Lakeview Dr, Franklin, TX 34102",65643.59,651,0.26,9.5,51926.9,0,repaid
25,Liam Müller,"1784 River Way, Salem, GA 91351",45489.1,740,0.81,9.2,68995.5,0,repaid
290,James Kim,"5768 Willow Ave, Arlington, AZ 41958",63689.06,600,0.48,22.6,66071.38,2,repaid
265,Fatima Ivanov,"2028 Highland St, Fairview, MA 36037",152332.92,730 ,0.24,19.9,11835.92,0,repaid
167,Sofia Müller,"5014 Birch Way, Fairview, CA 22255",70483.64,839,0.72,10.6,76784.53,0,repaid
81,Alex Tanaka,"8719 Oak Ct, Fairview, MA 68756",46360.65,326,0.71,10.7,2246.71,0,repaid
342,Nina Tanaka,"6567 Sunset Ave, Franklin, GA 38913",173173.84,309,0.54,23.9,44308.76,0,repaid
281,Aisha Kowalski,"2285 Cedar Dr, Arlington, OR 49179",103732.95,910,0.62,18.3,32431.73,0,repaid
451,Aisha Tanaka,"4520 Meadow Ln, Salem, AZ 37151",160780.41,775,,0.0,55569.3,0,repaid
138,Nina Andersson,"4431 Elm Dr, Georgetown, WA 46569",219624.57,632,0.34,14.4,37313.42,1,repaid
444,  GRACE ROSSI,"6252 Sunset St, Greenville, AZ 73492",59750.28,729,0.29,20.3,26764.45,0,repaid
246,Sofia Johnson,"5023 Meadow Dr, Madison, IL 64627",183477.19,645,0.25,9.1,55998.44,0,repaid
236,Grace Patel,"977 Oak Blvd, Georgetown, WA 63645",138806.11,646,0.43,18.4,75452.94,0,repaid
42,Priya Novak,"1976 Harbor Way, Riverside, IL 24168",45244.19,544,0.51,20.1,56257.73,0,repaid
413,Alex Rossi,"9200 Pine Way, Madison, GA 30220",,703,0.37,21.4,17686.07,0,repaid
79,Alex Haddad,"3462 Oak Way, Salem, WA 86858",38334.68,765,0.58,6.4,4995.7,2,repaid
397,Noah Nguyen,"5656 Pine Ct, Salem, TX 84839",61652.49,319,0.72,20.6,28934.05,1,repaid
55,Priya Okafor,"9849 Meadow Way, Arlington, IL 67560",,502,0.58,16.3,66303.86,1,defaulted
192,Maria Kowalski,"9051 Sunset Dr, Fairview, WA 49021",42642.2,,0.7,3.4,29982.08,0,repaid
484,James Kim,"965 Ridge St, Greenville, CA 33474",49474.82,585,0.11,13.6,19234.92,0,repaid
63,  AVA JOHNSON,"7416 Lakeview Dr, Madison, CO 82340",,648,0.74,15.2,24585.91,0,repaid
296,Alex Brown,"9041 Highland Ct, Riverside, IL 98773",173054.85,588,0.36,13.1,38445.03,0,repaid
14,Grace Rossi,"1645 Oak Ct, Franklin, CO 65519",62847.36,797,0.84,4.0,38341.01,0,repaid
169,Noah Lopez,"9332 Birch St, Riverside, CO 12052",,516,0.51,20.8,74008.58,0,repaid
384,James Patel,"7533 Elm Ct, Georgetown, MA 21820",,415,0.8,17.6,32052.27,0,repaid
340,Nina Okafor,,138166.19,481,0.67,13.7,35363.21,1,repaid
127,James Martin,"9038 Highland Ct, Clinton, MA 42096",209709.37,346,,23.1,46198.84,0,repaid
40,Omar Silva,"5629 Harbor Dr, Clinton, GA 43065",36789.49,327,0.78,12.9,21552.35,0,repaid
214,Aisha Haddad,"5079 Meadow Ln, Georgetown, MA 58270",193206.45,776,0.28,23.2,37082.95,0,repaid
295,Wei Andersson,"8338 Oak Blvd, Clinton, AZ 21338",126966.87,421,0.56,19.2,-47263.03,0,repaid
447,Noah Nguyen,"7114 Meadow Way, Georgetown, WA 52899",37294.87,535,0.44,25.7,47734.89,2,repaid
371,James Smith,"6467 Birch Blvd, Madison, NY 12500",28696.4,839,0.26,5.1,49819.22,0,repaid
393,Sofia Okafor,"3271 Maple St, Springfield, MA 91980",$142858.00,432,0.66,14.9,64830.45,0,repaid
289,Kenji Smith,"5824 Sunset Ave, Madison, CO 57290",125079.01,625,0.47,28.7,13590.27,0,repaid
140,Wei Andersson,"7347 Birch Blvd, Greenville, WA 36485",$199152.09,688,0.31,11.8,12571.61,0,repaid
261,Samuel Okafor,"2836 Oak Way, Springfield, IL 48119",145337.39,304,0.62,7.5,11185.53,0,repaid
356,Maria Andersson,"9242 Meadow Dr, Madison, CA 90862",22617.22,372,0.59,200.0,66734.14,1,repaid
435,Samuel Müller,"1280 Maple Ct, Riverside, MA 95699",181420.74,516,0.41,20.0,70066.18,0,repaid
146,Diego Müller,"211 Highland Dr, Georgetown, MA 44995",185397.97,715,0.08,15.5,15597.71,0,repaid
463,Noah Rossi,,109194.54,525,0.05,2.8,47091.08,0,repaid
48,Nina Silva,"5864 Meadow Dr, Clinton, IL 42951",100880.23,526,0.6,7.3,44724.36,0,repaid
179,Liam Kowalski,"4873 Ridge Ct, Fairview, GA 98208",$138445.41,504,0.61,16.4,76287.36,0,repaid
64,Grace Garcia,"5313 Meadow Dr, Franklin, GA 96991",111068.92,686,0.17,9.7,46172.01,0,repaid
76,Maria Garcia,"5086 Willow St, Fairview, WA 80457",149530.48,526,0.42,19.1,52289.92,0,repaid
58,Emma Tanaka,"5560 River Ct, Fairview, TX 53228",203214.56,,0.53,5.4,39846.34,0,repaid
354,Fatima Kim,,124813.95,494,0.5,14.9,26485.4,0,repaid
402,Noah Kim,"349 Elm Ln, Salem, NY 37076",58509.13,505,,8.3,10294.42,0,repaid
249,Ava Haddad,"9133 River Blvd, Riverside, IL 21847",99388.46,817,0.61,27.7,39614.15,0,repaid
288,Hana Okafor,"8137 Harbor Ln, Salem, CO 19552",86112.56,305,0.14,21.3,26487.77,0,repaid
183,Aisha Tanaka,"1506 Oak Way, Riverside, CO 50880",112612.64,700,0.62,20.4,79818.52,0,repaid
227,  SOFIA HADDAD,"6463 River Way, Riverside, TX 41005",$69571.41,402,0.48,7.2,59227.75,0,repaid
21,Emma Okafor,"2684 Willow Way, Salem, IL 90173",34652.14,402,0.24,6.4,70588.27,1,repaid
430,Alex Silva,"6511 Elm St, Salem, MA 72670",23752.96,756,0.59,14.9,3989.01,0,repaid
421,Alex Martin,"6865 Harbor Dr, Georgetown, MA 93568",56161.84,796,,15.8,77420.31,2,repaid
330,Grace Rossi,"6966 Meadow Way, Madison, CO 62506",57430.49,565,0.24,7.9,28104.62,1,repaid
394,Liam Nguyen,"3396 Meadow Blvd, Clinton, NY 50340",167493.68,420,0.55,6.2,4593.88,0,repaid
84,Nina Rossi,"7146 Willow Ave, Franklin, CO 69441",218925.55,690,0.41,15.9,8835.1,0,repaid
442,Maria Garcia,"6066 Highland Ave, Franklin, IL 53816",$42535.82,,0.76,4.5,40303.67,1,defaulted
399,Lucas Nguyen,"8007 Lakeview Ave, Georgetown, CO 73369",125020.08,521,0.34,5.3,16965.77,0,defaulted
19,Samuel Müller,"9585 Elm St, Arlington, NY 64948",190268.51,382,0.06,2.1,32898.27,1,repaid
485,Lucas Martin,"7735 Sunset Blvd, Greenville, MA 76164",140916.78,691,0.27,9.8,61053.54,0,repaid
470,  EMMA TANAKA,,136330.9,466,0.41,4.4,29233.45,0,defaulted
323,Nina Haddad,"4198 Meadow Dr, Franklin, AZ 73390",41292.99,818,0.26,200.0,64432.44,1,repaid
455,Wei Rossi,"7601 Oak St, Franklin, TX 47797",199890.24,845,0.33,13.6,55764.62,0,repaid
419,Hana Nguyen,"4799 Willow St, Riverside, OR 20074",32283.55,566,0.15,14.2,79238.82,0,repaid
28,James Kim,,213377.82,371,0.58,8.4,78510.83,0,repaid
226,Noah Garcia,"7828 Lakeview Blvd, Arlington, WA 30922",84320.88,,0.02,8.1,3314.97,0,repaid
285,Maria Brown,"6449 Pine Way, Madison, OR 17051",168482.55,529,0.21,16.8,64106.92,0,repaid
78,Emma Lopez,"5976 Maple Dr, Clinton, WA 26011",158056.13,333,0.4,6.5,29652.2,0,repaid
252,Emma Lopez,"9828 Elm Blvd, Clinton, NY 73142",113339.6,,0.74,20.3,9082.66,0,repaid
162,Noah Lopez,"9668 Elm Ct, Franklin, IL 29976",202866.1,627,0.37,11.1,18480.65,0,repaid
85,Ava Smith,"1594 Ridge St, Fairview, GA 22656",103197.93,708,0.38,2.9,30569.78,0,repaid
224,Nina Martin,"1099 Oak Blvd, Franklin, TX 64949",109202.29,586,0.55,4.5,52134.99,0,repaid
343,Noah Okafor,"8815 Harbor Blvd, Franklin, WA 18973",35841.95,569,0.46,18.8,49444.08,0,repaid
265,Fatima Ivanov,"2028 Highland St, Fairview, MA 36037",152332.92,730 ,0.24,19.9,11835.92,0,repaid
136,Priya Ivanov,"6329 Cedar Way, Georgetown, CA 85047",213414.14,571,0.7,23.5,57990.61,0,repaid
472,Priya Kim,"3669 Cedar Ln, Georgetown, WA 83224",184662.96,660,0.47,0.4,39307.02,0,repaid
411,Grace Andersson,"1562 Elm St, Arlington, OR 62978",59133.32,757,0.28,20.4,73143.14,0,repaid
423,Omar Brown,"5272 Lakeview Ct, Springfield, NY 79637",156701.99,688,0.24,11.7,35344.01,0,repaid
427,Noah Okafor,"7750 Birch St, Greenville, IL 65965",,684,0.51,27.0,71784.13,1,repaid
185,Nina Tanaka,"7670 Sunset Way, Franklin, TX 34430",155427.87,411,0.89,4.9,14781.81,0,defaulted
144,Nina Ivanov,"8192 Cedar Way, Salem, MA 45761",195348.63,596,0.51,0.3,78656.52,0,defaulted
256,Diego Smith,"3741 River Ave, Clinton, GA 53426",114156.17,399,0.65,22.2,73097.36,0,repaid
66,Diego Lopez,"6326 River Ct, Greenville, OR 14705",34965.65,458,0.24,23.4,32401.18,0,repaid
23,Wei Tanaka,"4633 Maple St, Madison, TX 93507",60719.46,651,0.24,19.0,72521.58,0,repaid
161,Aisha Chen,"5992 Lakeview Dr, Greenville, NY 71537",,509,0.29,7.2,-37833.79,0,repaid
60,Liam Chen,"9098 Cedar Blvd, Greenville, MA 25915",102649.51,773,0.33,5.6,50407.29,0,repaid
357,Fatima Müller,"8810 Pine Ave, Georgetown, OR 96098",125804.17,572,0.75,22.0,18056.1,0,repaid
73,Emma Ivanov,"8321 Highland Way, Riverside, IL 73156",38026.68,434,0.67,8.9,11440.62,0,repaid
222,James Smith,"3339 Birch Dr, Riverside, NY 53456",$94447.95,710,0.58,18.9,21446.83,0,repaid
272,Diego Ivanov,"8670 Meadow Ct, Arlington, NY 66734",22472.04,621,0.47,26.0,58178.11,0,repaid
163,Noah Martin,"8137 Willow Ave, Madison, TX 28344",85973.06,,0.75,11.4,52714.03,0,repaid
454,Ava Ivanov,"8729 Ridge St, Greenville, OR 98907",90542.33,628,0.61,8.0,6006.17,0,repaid
362,Aisha Smith,"9446 Pine Ln, Georgetown, NY 52558",112073.96,338,0.24,4.7,20738.7,1,defaulted
240,Lucas Tanaka,"8873 Birch Way, Greenville, AZ 40886",181636.03,652,0.68,12.4,5817.72,0,repaid
174,Hana Novak,"5415 Ridge Dr, Springfield, IL 64238",106195.9,491,0.46,16.7,8079.89,0,repaid
253,Aisha Rossi,"2556 Lakeview Way, Georgetown, CA 88647",87256.73,365,0.29,8.3,52833.45,0,repaid
258,Omar Johnson,"5283 Ridge Ct, Riverside, NY 73908",102621.45,605,0.14,26.1,28070.92,2,repaid
462,Maria Johnson,"9126 Oak Blvd, Springfield, GA 90939",179915.23,450 ,0.83,21.9,9872.93,0,repaid
456,james okafor,"6924 Birch Ln, Riverside, MA 55442",41872.98,378,0.63,8.3,70124.46,0,repaid
92,Sofia Ivanov,"9254 Ridge Ct, Madison, NY 62044",77889.43,561,0.45,3.6,11205.67,0,repaid
298,Fatima Patel,"9394 Ridge St, Salem, MA 94498",201125.61,722,0.13,25.5,49733.91,0,repaid
22,Fatima Kim,"9164 Cedar Blvd, Clinton, AZ 37607",21564.62,841,0.27,24.5,75175.47,0,repaid
287,Grace Chen,"9219 Highland Ave, Riverside, AZ 43425",55485.18,759,0.17,20.5,41593.9,0,repaid
68,Priya Patel,"1393 Elm Way, Franklin, AZ 99539",78673.56,357,0.13,11.2,45708.32,0,repaid
415,Grace Novak,"221 Elm Dr, Georgetown, OR 45291",144649.7,735,0.38,13.6,31392.46,0,repaid
375,Grace Okafor,"5495 Willow Ln, Riverside, WA 95520",124143.57,691,0.79,20.3,33969.33,0,repaid
203,Wei Kim,"2393 Harbor St, Arlington, GA 56076",164486.41,659,0.14,18.8,55238.73,0,repaid
155,kenji kowalski,"3939 Lakeview Ave, Springfield, TX 76046",40179.34,368,0.54,1.0,4845.43,0,repaid
429,Omar Chen,"1792 Maple St, Fairview, AZ 42846",55688.43,702,0.13,14.8,18252.53,0,repaid
318,Kenji Nguyen,"1592 Ridge Ave, Greenville, AZ 67065",121668.71,519,0.72,23.6,55080.59,0,defaulted
259,Priya Haddad,"2695 Willow Way, Fairview, TX 90541",146206.55,640,0.57,5.3,22608.7,0,repaid
130,Omar Martin,,182695.57,463,0.65,28.0,13588.05,0,repaid
3,Maria Kowalski,"8885 Oak Dr, Fairview, OR 48427",211442.61,520,0.08,10.1,67952.05,0,repaid
24,Alex Lopez,"690 Ridge Blvd, Arlington, OR 29410",52316.4,568,0.64,13.3,9838.04,0,repaid
364,James Brown,"986 Highland Ln, Springfield, CO 80769",103304.34,744,0.78,26.0,52569.56,0,repaid
307,Lucas Brown,"5881 Ridge Way, Madison, MA 73191",93059.36,687,0.75,19.6,30729.97,0,repaid
344,Diego Nguyen,,47324.81,486,0.41,3.3,56337.34,0,repaid
311,Samuel Patel,"8469 Highland Ave, Madison, MA 88188",141305.18,759,,14.1,33450.58,0,repaid
182,Lucas Lopez,"9611 Meadow Ln, Georgetown, MA 59036",213362.23,709,0.72,9.9,8789.92,0,repaid
242,Alex Novak,"4325 River Ct, Fairview, NY 60868",181692.14,516,0.38,3.8,35396.07,2,repaid
491,James Silva,,$151553.56,771,0.46,12.7,2611.78,0,repaid
171,Hana Novak,"6599 Harbor Blvd, Springfield, IL 69054",120158.57,380,0.05,29.2,67255.3,0,repaid
27,Sofia Müller,"487 Birch Ave, Franklin, CO 46517",96508.34,410,0.42,200.0,73557.7,0,defaulted
31,Kenji Lopez,"106 Highland Blvd, Georgetown, GA 86019",58368.02,430,0.34,19.9,14748.16,0,repaid
474,Fatima Müller,"2208 Ridge Ct, Riverside, WA 50295",197945.28,752,0.69,17.9,57081.7,0,repaid
49,Liam Martin,"4630 Meadow Ln, Salem, AZ 47093",44131.18,536,0.11,5.8,61212.98,0,repaid
38,Samuel Brown,"7914 Maple Blvd, Clinton, GA 64921",186578.23,511,0.69,11.7,2543.02,1,repaid
132,Nina Okafor,"1304 Pine Ln, Greenville, OR 46663",165501.61,570,0.33,22.9,46052.25,0,repaid
306,Noah Chen,"9580 Lakeview Ln, Riverside, GA 95678",203580.39,780,0.04,26.4,9154.78,0,repaid
499,Diego Novak,"4982 Ridge St, Franklin, CO 98037",148858.76,480,0.65,1.3,5370.85,0,repaid
217,Samuel Haddad,"1120 Pine Ct, Riverside, WA 48230",,,0.52,22.4,51340.04,0,repaid
363,Aisha Garcia,"9541 Pine St, Springfield, CO 55603",54580.5,794,0.62,24.8,72704.8,0,repaid
197,Emma Smith,,136391.11,635,0.76,26.1,77799.87,0,repaid
438,Emma Lopez,"2803 Willow Ave, Arlington, CA 27481",172845.58,518,0.3,17.8,12157.71,0,repaid
109,Hana Ivanov,"7034 Oak Way, Clinton, WA 49472",143069.65,759,0.02,27.2,12812.05,0,repaid
495,Samuel Martin,"3589 Birch Way, Greenville, IL 93614",$110645.72,827,0.16,22.9,56563.2,0,repaid
204,Hana Okafor,"539 Ridge Way, Clinton, WA 77862",82900.73,739,0.25,4.2,44718.33,0,repaid
355,Lucas Novak,"9771 Highland St, Madison, WA 89423",60415.81,332,0.09,14.6,67067.66,0,repaid
166,Priya Kim,"1678 Lakeview Ave, Georgetown, WA 91235",164438.54,842,0.26,16.1,56130.87,0,repaid
498,Maria Rossi,"2710 Highland Ave, Springfield, IL 46408",25540.83,496,0.28,23.9,79312.16,0,repaid
241,Samuel Novak,"2515 Oak Way, Greenville, TX 31910",79770.42,787,0.77,11.8,46126.37,0,repaid
6,Liam Haddad,"5255 Sunset Ct, Greenville, GA 94259",188570.38,632,0.21,23.3,25920.79,0,repaid
488,Kenji Chen,"8205 Elm Dr, Arlington, CO 47281",152015.72,802,0.51,20.6,68493.77,0,repaid
235,Wei Silva,"2887 Pine Ave, Fairview, OR 22203",52531.3,530,0.76,2.2,26178.64,0,repaid
475,  AVA TANAKA,"796 Sunset St, Springfield, OR 87748",61968.2,428,0.38,29.4,9826.05,0,defaulted
351,  MARIA MARTIN,"7268 Lakeview Blvd, Salem, MA 34874",181105.08,655,0.17,13.2,29295.23,0,repaid
299,Alex Müller,"1739 Highland Ln, Fairview, WA 51652",78130.53,374,0.09,2.0,39488.04,0,repaid
190,Kenji Lopez,"8381 Birch Dr, Franklin, MA 64477",188397.04,622,0.78,18.6,39284.1,1,repaid
128,Hana Johnson,"5221 Ridge Ct, Madison, CO 62260",79486.77,715,0.05,2.2,39255.84,0,repaid
231,Nina Novak,"5946 Sunset Ct, Arlington, TX 59595",215172.13,439,0.39,22.0,39488.8,0,repaid
459,Alex Patel,"3997 Oak St, Madison, AZ 26577",111185.31,591,0.83,5.0,23534.48,0,repaid
121,nina lopez,"4857 Highland Way, Riverside, TX 57381",,755,0.87,24.3,53759.34,2,repaid
469,noah martin,"2059 River Ln, Arlington, CA 44018",118610.05,583 ,0.54,29.1,38958.39,0,repaid
149,Lucas Rossi,"9483 Lakeview Ave, Riverside, CO 78202",125101.33,383,0.33,15.8,9864.49,1,repaid
15,Diego Kim,"4173 Sunset Ave, Salem, MA 28373",113404.93,720,0.61,200.0,8775.01,2,repaid
75,Emma Kim,"3930 Willow St, Arlington, OR 52992",44717.75,849,,11.1,31101.01,0,repaid
366,Lucas Tanaka,"2236 Harbor Ave, Greenville, OR 35966",46437.81,451,0.51,2.5,32536.11,0,defaulted
210,Noah Kim,"580 River Way, Franklin, IL 78662",124601.07,,0.65,23.5,11027.52,0,repaid
93,Grace Okafor,"1987 Pine St, Madison, TX 91018",107243.92,343,0.07,13.8,34913.46,0,repaid
215,Grace Nguyen,"3917 Lakeview Blvd, Springfield, CO 10191",219557.42,805,0.66,23.3,63881.91,0,repaid
97,Lucas Smith,"5185 Willow Dr, Springfield, CA 58331",50191.48,623,0.4,2.0,22699.22,0,defaulted
347,Fatima Ivanov,"3515 Willow Dr, Clinton, CO 30789",96959.58,554,0.22,29.2,16735.21,2,repaid
373,Priya Nguyen,"5781 Birch Blvd, Madison, IL 40959",132137.51,768,0.04,21.4,25089.27,1,repaid
490,Aisha Kim,"5631 Cedar St, Salem, CO 14899",152248.0,357,0.58,7.4,72920.73,0,defaulted
422,priya kowalski,"6633 Willow Blvd, Greenville, OR 40626",62171.35,471 ,0.31,22.0,60683.23,0,repaid
111,Emma Smith,"8718 Lakeview Ln, Salem, OR 12665",105847.78,598,0.22,18.4,53485.33,0,repaid
457,Lucas Silva,"6845 Elm Blvd, Madison, MA 87772",108772.01,730,0.26,19.3,69871.7,0,repaid
106,Ava Andersson,"9185 Oak Ct, Salem, NY 47363",103732.17,840,0.18,4.9,69967.15,0,repaid
221,Alex Kim,"295 Maple Way, Georgetown, TX 35969",210419.32,331,0.5,25.6,8483.3,0,defaulted
391,Noah Silva,"8735 Pine Ln, Georgetown, WA 90223",184052.95,688,0.76,200.0,38194.53,0,repaid
196,Wei Brown,"8547 Meadow Blvd, Madison, MA 73968",135485.11,445,0.37,8.1,51056.59,0,repaid
441,emma lopez,"8415 Sunset Dr, Georgetown, IL 16955",89570.71,608,0.21,0.1,42885.72,0,defaulted
383,Maria Ivanov,"2430 Willow Way, Greenville, NY 75622",99607.98,750,0.74,9.1,34374.51,0,repaid
148,Emma Tanaka,"9098 Willow Way, Salem, WA 42435",93508.78,602,0.86,6.6,36943.32,0,repaid
137,Hana Martin,"1120 Meadow Ave, Salem, WA 83516",58156.87,412,0.38,13.2,17107.44,0,repaid
401,Lucas Okafor,"468 Elm Way, Clinton, WA 52058",206467.47,618,0.53,20.6,37883.2,0,repaid
417,Wei Lopez,"9596 Highland Ln, Springfield, CO 80127",35646.92,910,0.08,26.7,59593.2,0,repaid
98,Nina Garcia,"7468 Harbor Ln, Georgetown, CO 89299",35346.2,593,0.77,25.9,41058.36,0,repaid
105,Liam Andersson,"9445 Willow Dr, Clinton, GA 75916",170478.23,591,0.21,23.5,77282.13,0,repaid
366,Lucas Tanaka,"2236 Harbor Ave, Greenville, OR 35966",46437.81,451,0.51,2.5,32536.11,0,defaulted
478,Fatima Rossi,"8360 Ridge Ct, Greenville, CO 87251",63399.62,841,0.25,5.7,43432.99,1,repaid
450,Omar Kowalski,"2371 Ridge Ct, Franklin, TX 58551",$23186.03,392,0.15,20.1,46060.08,0,repaid
254,Grace Brown,"6461 Meadow St, Arlington, AZ 34892",152106.06,713,0.65,20.4,79800.06,0,repaid
345,Diego Tanaka,"5204 Harbor Way, Greenville, CO 70776",73839.03,588,0.65,21.5,12904.01,0,repaid
493,Wei Haddad,"1652 Elm Blvd, Clinton, NY 84242",77471.11,519,0.9,1.4,18844.99,0,repaid
233,Wei Silva,"7417 Maple Blvd, Georgetown, WA 18885",207337.56,406,0.67,200.0,78607.99,0,defaulted
396,Grace Garcia,"8637 Highland Ln, Madison, OR 80239",,336,0.56,14.4,43420.44,1,repaid
223,James Brown,"7090 Cedar Blvd, Georgetown, TX 46042",28539.26,425,0.15,13.8,65913.15,0,repaid
270,Priya Kim,"6916 Elm Dr, Arlington, MA 33758",179979.82,789,0.72,19.5,55997.42,0,repaid
368,Emma Novak,"7345 Elm Ave, Greenville, CA 40603",104708.12,723,0.29,10.4,2912.34,0,repaid
8,Hana Kowalski,"8769 Highland Ln, Springfield, NY 99353",192220.58,348,0.14,4.6,48116.31,0,repaid
61,Wei Müller,"1958 Willow St, Riverside, MA 48254",214629.36,329,0.22,18.3,44516.28,0,repaid
291,Aisha Nguyen,"8568 Ridge Way, Madison, OR 76680",156510.27,340,0.82,9.6,31484.2,1,repaid
88,Diego Andersson,"200 Cedar Way, Riverside, AZ 96159",141798.98,326,0.62,19.7,22588.36,0,repaid
486,Fatima Brown,"7474 River Way, Franklin, MA 70248",128487.62,,0.49,24.3,61353.23,0,repaid
468,Aisha Tanaka,"3038 Willow Ct, Georgetown, CA 25644",$178243.91,327,0.27,4.6,51288.31,0,defaulted
77,Alex Tanaka,"1722 Ridge Dr, Arlington, GA 46666",97729.17,438,0.85,11.1,43675.21,0,repaid
497,Priya Chen,"9950 Sunset Dr, Georgetown, NY 29655",83730.64,,0.06,24.9,33582.63,0,repaid
308,Priya Patel,"6034 Elm Ct, Fairview, WA 64344",,306,0.15,4.2,51834.68,0,defaulted
220,Sofia Andersson,"6592 Lakeview St, Clinton, IL 32789",185277.34,611,0.04,20.9,26895.7,0,repaid
317,Kenji Johnson,"2051 Meadow Ave, Greenville, TX 23143",55743.92,794,0.44,16.8,46634.44,2,repaid
206,Priya Martin,"1295 Maple Ln, Fairview, CA 44365",217376.51,312,0.12,28.0,-45902.05,1,repaid
26,Priya Silva,"6845 Harbor Ct, Georgetown, IL 30866",205152.76,458,0.15,7.1,14987.14,0,repaid
87,Noah Haddad,"3805 Harbor Dr, Salem, AZ 90422",62547.76,819,0.2,19.7,67784.5,0,repaid
437,Kenji Silva,"2079 Birch Ln, Salem, TX 52151",42835.94,408,0.55,17.8,17008.65,0,repaid
360,Omar Brown,"103 Meadow St, Clinton, AZ 12136",132628.94,546,0.69,6.4,21073.04,1,repaid
135,Diego Kim,"6924 Elm Blvd, Springfield, AZ 72205",121463.0,644,0.44,15.3,38516.52,0,defaulted
489,Diego Brown,"1694 Pine Blvd, Madison, GA 56041",32284.79,628,0.12,17.7,64954.72,0,repaid
237,Maria Andersson,"162 Pine St, Clinton, AZ 72957",152119.58,571,0.09,8.9,44423.35,0,repaid
46,Priya Martin,"3575 River Way, Clinton, CO 46655",68772.69,761,0.55,13.9,3267.3,0,repaid
465,Grace Kowalski,"4828 Cedar Way, Franklin, GA 28293",81617.07,659,0.5,13.4,71136.59,0,repaid
118,Emma Andersson,"6372 Elm St, Arlington, TX 99006",210557.88,463,0.55,4.3,3749.12,0,defaulted
321,Kenji Brown,"9702 Sunset Ln, Springfield, NY 21818",91948.0,336,0.88,19.7,22799.01,0,repaid
314,Samuel Kim,"7071 Cedar Blvd, Greenville, WA 20986",207684.33,534,0.69,14.5,64565.06,0,repaid
332,Diego Martin,"5015 Highland Ln, Arlington, CA 62219",181133.67,784,0.45,5.3,68101.8,2,repaid
286,Emma Haddad,"9055 Meadow Ln, Georgetown, WA 48558",168733.99,313,0.78,6.1,36002.04,1,defaulted
473,Fatima Johnson,"384 Willow Blvd, Clinton, CO 28220",189213.95,838,0.63,21.4,33970.35,0,repaid
12,Emma Kowalski,"8579 Willow St, Georgetown, WA 18392",212872.58,733,0.68,27.9,57322.97,0,repaid
11,Alex Johnson,"7887 Lakeview Ave, Clinton, OR 89507",195601.92,546,,28.4,6467.79,0,repaid
115,Kenji Silva,"3160 Willow Ct, Greenville, CO 78062",193159.66,348,0.11,10.0,71269.43,0,repaid
293,Wei Johnson,"489 Willow Ct, Madison, CA 21471",187133.02,734,0.75,6.2,59568.63,1,repaid
453,Sofia Lopez,"1960 Birch Dr, Arlington, WA 39548",55053.48,675,0.06,16.8,17172.29,0,repaid
428,Noah Chen,"3015 Willow St, Greenville, WA 89993",71467.32,631,0.25,23.4,31698.64,0,repaid
194,Priya Silva,"4894 Highland Ln, Clinton, OR 99037",176969.86,442,0.72,24.4,43050.18,0,repaid
449,James Tanaka,"3671 Cedar Blvd, Clinton, WA 94887",98864.03,843,0.63,24.3,40127.52,0,repaid
202,  ALEX SMITH,"8791 Elm St, Arlington, TX 67684",93512.34,620,0.34,9.0,70085.29,0,repaid
94,Lucas Smith,"6584 Ridge Blvd, Madison, WA 53655",186405.18,771,0.08,27.6,20222.0,0,repaid
189,Nina Patel,"9191 Cedar Dr, Clinton, TX 34523",158687.31,682,,15.3,31313.09,0,repaid
213,Maria Patel,"3756 Harbor Ln, Springfield, GA 19034",69652.64,629,0.29,27.5,46151.34,0,repaid
